Bin	R1	R2
P1	79.27986070405015	79.27986070405015
P10	9095.64271928032	9095.64271928032
P11	3478.609614338354	3478.609614338354
P12	84.34041503907	84.34041503907
P2	3587.6053110262383	3587.6053110262383
P3	9558.395052685788	9558.395052685788
P4	11265.56099494685	11265.56099494685
P5	11839.155599097023	11839.155599097023
P6	12950.914354855615	12950.914354855615
P7	13473.838179585824	13473.838179585824
P8	12551.534055461641	12551.534055461641
P9	12035.123842979223	12035.123842979223
