Sensor	R1	R2
mutant0	9.666836450293577	10.187786801896126
mutant1	30.132972271957854	21.46790456173505
mutant10	5.299775683755837	7.952148897689718
mutant100	8.00398289053183	
mutant1000	11.022141459773401	12.811796936298268
mutant1001	9.179559469711283	13.19624931515676
mutant1002	21.0204383673438	22.551717333516503
mutant1003	25.225739417674035	18.978810132720252
mutant1004	11.394775458373953	11.106416975191841
mutant1005	20.12099159244148	18.18629335254752
mutant1006	18.74414816228266	16.009277455132892
mutant1007	29.70947469971007	19.79080907312774
mutant1008	15.331405177870133	26.29631199719318
mutant1009	12.519106002425234	12.734069446228457
mutant101	20.856970230745045	31.401449651920714
mutant1010	28.095571593270193	33.05821618424358
mutant1011	23.184022119620963	32.16665450099718
mutant1012	11.193798793468225	10.155366191902912
mutant1013	11.011514780791474	14.808812522653712
mutant1014	19.74619537727163	22.374678572978613
mutant1015	15.593290587404042	21.611157220692412
mutant1016	28.155534488435897	11.56693448144335
mutant1017	6.736599575331724	3.8520707351181125
mutant1018	24.029138003643787	52.71810561259908
mutant1019	15.345043158743625	22.21256367155857
mutant102	16.008565348023026	8.48847903457953
mutant1020	28.21225308265928	21.73403171401096
mutant1021	34.56472055294628	32.21245314035039
mutant1022	26.048150093271648	12.72321426444987
mutant1023	16.80194240104493	16.256060099300708
mutant1024	30.87583005540907	28.44947919442869
mutant1025	10.077877711058939	6.979508104224556
mutant1026	23.430917840737525	21.196261850327815
mutant1027	9.266633577516863	22.18497593716285
mutant1028	17.046366102730154	7.800911490457898
mutant1029	9.85522075697845	
mutant103	4.527249776036265	10.1902885898002
mutant1030	16.677055576681706	22.965204972069156
mutant1031	30.840864152083736	30.944825884554138
mutant1032	4.496570106740954	5.549861189009426
mutant1033	11.561999349623733	10.022915784175211
mutant1034	4.571050315374678	6.027158130440632
mutant1035	23.26725394757269	18.812818308124427
mutant1036	4.78001075469544	6.20852700477406
mutant1037	12.323013886209745	14.17487315108806
mutant1038	6.624756854382273	15.73415110896451
mutant1039	16.41151401035155	9.977106346567362
mutant104	9.516462318842848	17.704600841633848
mutant1040	20.88838283850985	16.345287847352022
mutant1041	11.522581459267823	17.700682198431256
mutant1042	21.521180670695706	27.056722813473158
mutant1043	6.115355233676087	21.878693130925132
mutant1044	7.147811445960005	9.827220955931264
mutant1045	14.942907921748704	14.260647735635889
mutant1046	17.007940895948394	18.165213737792225
mutant1047	6.705140087956011	11.514321604188796
mutant1048	10.532312173983163	7.911179726953025
mutant1049	17.103791405287232	21.91403085930751
mutant105	23.53395805711697	16.99643629568525
mutant1050	19.194493188991604	16.032085020690257
mutant1051	8.803341381144966	13.266461871031906
mutant1052	21.130453177749043	19.11021771717955
mutant1053	11.608752664203084	14.95246902912689
mutant1054	54.086206954076545	62.86492780718365
mutant1055	18.518128966055	5.393566535269656
mutant1056	14.937158266190213	13.680471758781241
mutant1057	9.503093369856753	12.935987925591885
mutant1058	9.774361208779434	9.820920694998604
mutant1059	17.999321452972314	17.73316661188076
mutant106	4.623974237961989	6.117108705121513
mutant1060	7.266795044284014	8.07328228798602
mutant1061	5.907090226599143	4.99228025844898
mutant1062	16.46398454417476	18.42345922182675
mutant1063	6.945986458784605	6.296051167660539
mutant1064	10.003495456436124	19.59944195578203
mutant1065	14.954720531061737	15.915165947487234
mutant1066	4.329001295363823	19.190328217123085
mutant1067	12.413912475110392	18.120492394193803
mutant1068	23.438155897619716	24.326548184819103
mutant1069	2.727011433828609	5.230700462637111
mutant107	16.09124451533026	12.488329566872292
mutant1070	41.66750656865709	15.035548858282535
mutant1071	13.404172748101411	11.443587970493947
mutant1072	5.753665143826707	16.39349779706091
mutant1073	5.996423670170627	22.14408650654778
mutant1074	13.416792748544895	10.912823741786802
mutant1075	7.649128965935796	8.451076077242664
mutant1076	16.01694145875981	17.1382218233977
mutant1077	4.115494560834195	13.378945977054284
mutant1078	13.437227789479595	13.206552258419467
mutant1079	10.948750685473744	10.524279853497244
mutant108	3.723166967814994	3.8742564720128114
mutant1080	10.041546837055549	9.508296277423549
mutant1081	8.77076223596882	13.536360100150336
mutant1082	16.22658721080973	17.235102142285893
mutant1083	4.675566770181307	14.168917901331053
mutant1084	19.004805761006025	15.554091468974757
mutant1085	25.14329263185747	21.164923596235734
mutant1086	12.790877447694685	12.623625679018492
mutant1087	24.409925517305123	16.7263585619544
mutant1088	16.011589513811934	32.71084023455173
mutant1089	10.437356977286068	7.26451681627906
mutant109	14.887691244503392	18.287032838418945
mutant1090	9.215415497303647	7.439452329644199
mutant1091	20.00822121046421	17.88617735392838
mutant1092	8.772703541819217	14.466088688134876
mutant1093		7.178116976518202
mutant1094	22.32702629526529	11.554916247641527
mutant1095	5.94717890588483	12.034912623588763
mutant1096	6.299121290107063	20.473966766266503
mutant1097	13.413279380982106	14.693510994698778
mutant1098	26.936263713097347	31.450329073612288
mutant1099	30.422356024339685	15.02291643691428
mutant11	10.511940125418615	11.043756287128847
mutant110	12.154723086346062	5.030846135017814
mutant1100	23.979969784921707	27.72546660078185
mutant1101	23.479570352614285	21.931495592384664
mutant1102	14.784510065054569	16.089323065621556
mutant1103	7.880180718397476	6.175344878395717
mutant1104	9.722766297311765	19.591177648941223
mutant1105	50.91130817621873	30.79051229115089
mutant1106	6.463688759104709	6.539738422894495
mutant1107	38.66660821507704	19.741241446364764
mutant1108	6.384966357347049	12.873791217302305
mutant1109	14.294947905237944	14.973970455336014
mutant111	11.073431768204363	12.050967406056504
mutant1110	20.156932290080313	21.600694298398817
mutant1111	12.011084665161066	10.838365657414524
mutant1112	13.249886157337505	
mutant1113	21.691377467785188	16.10798586157627
mutant1114	8.426645266791787	13.165917544904145
mutant1115	8.697573817997977	8.951104087979374
mutant1116	8.919739700968055	7.053052212866621
mutant1117	13.22388410545361	11.947684240140507
mutant1118	11.806094218791639	8.502381743251842
mutant1119	13.158132492773756	14.5143135231506
mutant112	52.439366998421555	39.475494935222905
mutant1120	14.182606769536408	13.811158913949038
mutant1121	12.16754991375456	12.378107965508512
mutant1122	17.6087569656738	14.27121690382227
mutant1123	38.4406950515635	20.500161489393996
mutant1124	14.164266849941495	13.411589238863499
mutant1125	24.562018806185492	29.897027318166383
mutant1126	29.695709564201778	29.84281846165629
mutant1127	12.807092185631287	16.768807443385807
mutant1128	5.326666272211576	7.702240411236216
mutant1129	18.06501814846582	18.820042775615793
mutant113	10.311703489270295	13.36438350367932
mutant1130	30.301315161273237	23.54779659038957
mutant1131	6.630571550308613	5.348363603078678
