Sensor	R1	R2
mutant0	-0.9950234403162213	-1.0131204491275319
mutant1	-1.1038496373242106	-1.142066997474421
mutant10	0.10386695209817062	0.10167495243251307
mutant100	-1.146617500619368	
mutant1000	-1.2960171298911844	-1.1507804690428247
mutant1001	0.4289343541390018	0.3816861097553844
mutant1002	0.6969115398392598	0.8090134416618631
mutant1003	0.4552069612362079	0.41421849815187206
mutant1004	-1.5	-1.430906618165686
mutant1005	-0.6969468574747935	-0.7607804349591754
mutant1006	-0.9524458489962546	-0.9506228022638852
mutant1007	0.36656893472383306	0.36256929259673754
mutant1008	-1.234414990694066	-1.1998255201742833
mutant1009	-0.7921253501974342	-0.7952394742340978
mutant101	-0.7500152409285014	-0.6721184377407341
mutant1010	0.26577819584623785	0.13939863478274722
mutant1011	-0.662061498870393	-0.6707742488488406
mutant1012	-0.6112506790635617	-0.5974989614518065
mutant1013	-1.2966101694915255	-1.2525170515673727
mutant1014	0.2033629370028593	0.17881803691338152
mutant1015	-0.7833334872116776	-0.7662974402004559
mutant1016	-0.920985880024474	-0.9151196461820388
mutant1017	0.24999407606591528	0.22586501132558273
mutant1018	-1.3316234060471857	-1.348660419325859
mutant1019	-1.1645239143026984	-1.1196809674580093
mutant102	0.46933975580099374	0.45001822933064484
mutant1020	0.23222520403037072	0.206011042115769
mutant1021	0.0020646503352020956	0.07347109429427809
mutant1022	-0.40247746414063795	-0.40447123906133986
mutant1023	-1.0751480605916772	-1.0758649007407461
mutant1024	0.89393516683951	0.8999999999999999
mutant1025	-0.971798029326095	-0.9071661837006871
mutant1026	0.20950538699496807	0.12497890024666529
mutant1027	-0.52474022777457	-0.5399841352549725
mutant1028	0.6556941784156094	0.6765147515631429
mutant1029	-0.7807892001849159	
mutant103	-0.8986081188054464	-0.8898305084745763
mutant1030	-1.2481915558669958	-1.1971117039789498
mutant1031	-0.21870074733895706	-0.16089308940614588
mutant1032	0.7830320165502398	0.7354298885205858
mutant1033	-1.4692364073358477	-1.383026354545421
mutant1034	0.6559322033898303	0.6200185267195895
mutant1035	0.34952240632264897	0.47879088503357625
mutant1036	0.41504210194474783	0.4897847299412582
mutant1037	0.587571009832165	0.6277831811065737
mutant1038	-0.40809453259675615	-0.43388785486881515
mutant1039	-1.394836016022845	-1.3654002577502675
mutant104	-0.9475773181306124	-0.9658234594359465
mutant1040	0.44767642189368706	0.4240287692044053
mutant1041	-0.653375358260972	-0.6567507437152379
mutant1042	0.546742453449651	0.5420515323155806
mutant1043	-0.012089231077667628	0.02781508194772838
mutant1044	-1.4169182626442904	-1.3234480297300775
mutant1045	0.47012543277128743	0.4637533879259181
mutant1046	-0.23999169837487377	-0.2725953054075179
mutant1047	-1.4106145063276694	-1.4360316757927643
mutant1048	-0.5168365694817747	-0.56779504452881
mutant1049	-1.4784181639552112	-1.431426440220767
mutant105	0.7372881355932202	0.7711051883744566
mutant1050	0.784272434161057	0.8298995663051639
mutant1051	0.4989154549805745	0.4525423728813558
mutant1052	-0.5982568770342378	-0.5779547548766164
mutant1053	-1.0630813673668853	-1.0746060447897268
mutant1054	-0.2521237779163609	-0.10476591744901309
mutant1055	-0.3863619542455203	-0.46002136805343685
mutant1056	-1.3694707332827205	-1.4022024552602517
mutant1057	0.48860770879607496	0.48707769258051986
mutant1058	0.6421956135219844	0.6526807695999743
mutant1059	-0.24201443594586308	-0.078112766204699
mutant106	-0.27481384324400043	-0.3106013598752597
mutant1060	-1.3038047482440935	-1.2743222430066856
mutant1061	-0.28525153292637123	-0.16538067504095724
mutant1062	-0.49855851098625487	-0.5609301680972949
mutant1063	0.20224776434736608	0.14316382320303664
mutant1064	0.868317710738629	0.8830329147353768
mutant1065	-0.5931728522994213	-0.5934628707470714
mutant1066	-0.6864406779661018	-0.6864406779661018
mutant1067	0.7513666407454538	0.7622497311702585
mutant1068	-0.5615008025711377	-0.4390432624493138
mutant1069	-0.8084745762711865	-0.8084745762711865
mutant107	-1.0228673461944748	-1.0305110273720997
mutant1070	0.56996696062288	0.5811793881369827
mutant1071	-0.6848835835430622	-0.5861434821882529
mutant1072	-1.2297362353888	-1.2099844830924353
mutant1073	-1.4375460392329837	-1.3987877792926309
mutant1074	-1.382532479071953	-1.3772818849865565
mutant1075	0.6966101694915254	0.6859719140760259
mutant1076	0.3936036830571923	0.36095651121515987
mutant1077	-0.9130015352544818	-0.9171722047925486
mutant1078	-0.1646180915790852	-0.19120977120902874
mutant1079	0.8571114532928914	0.8382823625062883
mutant108	-0.7284930459444268	-0.7731248769193496
mutant1080	0.1899744158414633	0.2099566047124899
mutant1081	0.04997177918098526	0.09089202715990748
mutant1082	-0.5055495705899145	-0.33703925289997916
mutant1083	-1.3732731053860565	-1.3790531729769548
mutant1084	-0.7108830219811122	-0.7116183230986719
mutant1085	0.7396772838305486	0.8526451811555307
mutant1086	-0.14134252494789248	-0.242294837318753
mutant1087	0.11554107786989534	0.26079981723408174
mutant1088	-1.5	-1.5
mutant1089	-0.3756904082235538	-0.36101694915254257
mutant109	-0.07398051277293179	-0.03273368936344295
mutant1090	-0.1876252642154118	-0.17815405876711982
mutant1091	-1.1022830199418696	-1.094240718885374
mutant1092	-1.2090042794234193	-1.0356840977137127
mutant1093		0.5949783312655086
mutant1094	-0.3465933927535813	-0.3529047589043253
mutant1095	-0.3250509811947613	-0.13568771332698426
mutant1096	-0.8266025441257582	-0.8046744083956276
mutant1097	-0.8938818938687052	-0.8572329600620403
mutant1098	-0.6700162391140629	-0.6478188246988543
mutant1099	0.8760521160090866	0.69792164014297
mutant11	-0.41451608880275975	-0.3983549038997215
mutant110	-1.1439077771778563	-1.1362240006509974
mutant1100	-0.7036907866901079	-0.555581399430827
mutant1101	-1.1971822834968275	-1.1978084018760025
mutant1102	-0.2837821409866017	-0.3035949499466488
mutant1103	0.20596333588347893	0.1873024385451878
mutant1104	-0.8635817093299825	-0.8588832449953
mutant1105	-0.874225817253127	-0.9536217810071415
mutant1106	-1.470843271468766	-1.5
mutant1107	-0.2983269274021088	-0.38652990997131714
mutant1108	-1.4547241017222399	-1.5
mutant1109	-1.1479601974071822	-1.220977527865846
mutant111	-0.7477963647427113	-0.7875504808864361
mutant1110	-0.5179748936820971	-0.5359724779740761
mutant1111	-1.174260444974428	-1.247898055916456
mutant1112	-0.312839903127598	
mutant1113	-1.1044898373402632	-1.0669069785872587
mutant1114	-0.9705807745522868	-0.9526296075590959
mutant1115	-0.6595036308526206	-0.7021913081072391
mutant1116	0.22779489331535624	0.24644636333478917
mutant1117	0.2901888199067236	0.2592251351809033
mutant1118	-0.374512439574066	-0.3240638180861348
mutant1119	-1.3306989998396144	-1.1612522696720213
mutant112	-0.5500284830273721	-0.49566743628121906
mutant1120	0.48866310757008935	0.49203997691603074
mutant1121	-1.4137853612142957	-1.4359102165151854
mutant1122	-0.1982143140915709	-0.18727133094951948
mutant1123	-1.1446950161378635	-1.0974203358723256
mutant1124	-1.1478311493024413	-0.914931591942073
mutant1125	-0.6237163462813355	-0.6459365897811948
mutant1126	0.4525423728813558	0.44141401895199367
mutant1127	-0.9843759770825885	-0.890421700835424
mutant1128	0.7675271815983088	0.7831579453820106
mutant1129	-1.3698913466689286	-1.4245714804939587
mutant113	0.20002154104308964	0.2923532008215799
mutant1130	-0.7326887935971057	-0.5764870746358984
mutant1131	-0.3900584682839384	-0.44141774936138045
mutant1132	-0.5479325569921027	-0.4359803731612075
mutant1133	-1.4641422438493463	-1.4983778984751552
mutant1134	-0.8780070425985431	-0.9839361409319098
mutant1135	-0.18338045280696333	-0.269127985955167
mutant1136	-0.2950332557047276	-0.19307555895142473
mutant1137	-0.30876128242844364	-0.33805895237698635
mutant1138		-0.42502463912101185
mutant1139	-0.6645695606175516	-0.5999855868324582
mutant114	-0.5535454988955233	-0.49333220938931366
mutant1140	-0.07801374720409493	-0.10566701512587687
mutant1141	-0.16250301035301803	-0.009977216180031032
mutant1142	-1.0828115163236731	-1.1042630883110194
mutant1143	-0.9145295827940573	-0.8874958081658023
mutant1144	0.42740109452892006	0.3979805855472623
mutant1145	-0.3558725672933322	-0.3617062281746124
mutant1146	0.7544112004908292	0.7125387576988161
mutant1147	0.2835442787251977	0.27397640850836136
mutant1148	-0.09617895342801737	-0.10002715455858321
mutant1149	-0.9871427248614397	-0.9711864406779661
mutant115	-0.1783401479336472	-0.15762711864406787
mutant1150	-0.11911491422276738	-0.12456615871112588
